"Age","BusinessTravel","Department","DistanceFromHome","Education","EducationField","Application ID","EnvironmentSatisfaction","Gender","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","NumCompaniesWorked","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","EmployeeSource","Attrition.cat"
41,"Travel_Rarely","Human Resources",1,"3","Life Sciences",123602,"1","Male","3","1","Laboratory Technician","3","Divorced",2693,1,"No",22,"4","2","1",1,2,"3",1,0,0,0,"Seek","Stay"
30,"Travel_Rarely","Research & Development",24,"1","Life Sciences",123603,"4","Male","3","1","Laboratory Technician","3","Divorced",2693,1,"No",22,"3","2","1",1,2,"3",1,0,0,0,"Seek","Stay"
30,"Travel_Rarely","Research & Development",24,"1","Life Sciences",123604,"3","Male","3","1","Research Scientist","2","Single",2501,1,"No",17,"3","2","0",1,4,"3",1,1,1,0,"LinkedIn","Stay"
32,"Travel_Rarely","Research & Development",1,"1","Life Sciences",123605,"4","Male","3","1","Laboratory Technician","3","Divorced",2693,1,"No",13,"3","4","0",1,2,"3",1,0,0,0,"Indeed","Stay"
36,"Travel_Rarely","Research & Development",3,"3","Technical Degree",123606,"4","Male","3","1","Laboratory Technician","3","Divorced",2693,4,"No",12,"3","4","0",10,2,"3",8,0,7,7,"Company Website","Stay"
30,"Travel_Rarely","Research & Development",24,"1","Life Sciences",123607,"1","Female","3","1","Research Scientist","4","Divorced",2886,1,"No",22,"3","2","2",3,3,"1",3,2,0,2,"Company Website","Stay"
34,"Travel_Rarely","Research & Development",1,"2","Life Sciences",123608,"4","Male","3","1","Laboratory Technician","3","Divorced",2693,1,"Yes",13,"3","4","1",6,3,"3",6,5,1,3,"Company Website","Stay"
41,"Travel_Rarely","Human Resources",1,"3","Human Resources",123609,"1","Male","3","1","Laboratory Technician","3","Divorced",2693,1,"No",22,"3","2","1",1,2,"3",1,0,0,0,"Seek","Stay"
31,"Travel_Frequently","Research & Development",2,"3","Life Sciences",123611,"4","Male","3","1","Laboratory Technician","3","Divorced",2693,1,"Yes",14,"3","4","0",0,3,"3",0,0,0,0,"Jora","Left"
41,"Travel_Rarely","Human Resources",1,"3","Life Sciences",123612,"1","Male","3","1","Laboratory Technician","3","Divorced",2693,1,"No",22,"3","2","1",1,2,"3",1,0,0,0,"Seek","Stay"
30,"Travel_Rarely","Research & Development",24,"1","Other",123613,"4","Male","3","1","Laboratory Technician","3","Divorced",2693,1,"No",22,"3","2","1",1,2,"3",1,0,0,0,"Seek","Stay"
30,"Travel_Rarely","Research & Development",24,"1","Life Sciences",123614,"4","Male","3","1","Laboratory Technician","3","Divorced",2693,1,"No",22,"4","2","1",1,2,"3",1,0,0,0,"Seek","Stay"
30,"Travel_Rarely","Research & Development",24,"1","Other",123615,"4","Male","3","1","Laboratory Technician","3","Divorced",2693,1,"No",22,"4","2","1",1,2,"3",1,0,0,0,"LinkedIn","Stay"
41,"Travel_Rarely","Human Resources",1,"3","Human Resources",123616,"1","Male","3","1","Laboratory Technician","3","Divorced",2693,1,"No",22,"4","2","1",1,2,"3",1,0,0,0,"Seek","Stay"
41,"Travel_Rarely","Human Resources",1,"3","Life Sciences",123617,"1","Male","3","1","Laboratory Technician","3","Divorced",2693,1,"No",22,"4","2","1",1,2,"3",1,0,0,0,"Seek","Stay"
38,"Travel_Frequently","Research & Development",23,"3","Life Sciences",123618,"4","Male","2","3","Manufacturing Director","3","Single",9526,0,"No",21,"3","2","0",10,2,"3",9,7,1,8,"Seek","Stay"
39,"Travel_Rarely","Human Resources",3,"3","Human Resources",123619,"1","Male","2","3","Manufacturing Director","3","Single",9526,0,"No",21,"3","2","0",10,2,"3",9,7,1,8,"Seek","Stay"
39,"Travel_Rarely","Human Resources",3,"3","Life Sciences",123620,"1","Male","2","3","Manufacturing Director","3","Single",9526,1,"No",21,"3","2","0",10,2,"3",9,7,1,8,"Seek","Stay"
38,"Travel_Frequently","Research & Development",23,"3","Other",123621,"4","Male","2","3","Manufacturing Director","3","Single",9526,1,"No",21,"4","2","0",10,2,"3",9,7,1,8,"Seek","Stay"
38,"Travel_Frequently","Research & Development",23,"3","Life Sciences",123622,"4","Male","2","3","Manufacturing Director","3","Single",9526,0,"No",21,"4","2","0",10,2,"3",9,7,1,8,"Seek","Stay"
38,"Travel_Frequently","Research & Development",23,"3","Other",123623,"4","Male","2","3","Manufacturing Director","3","Single",9526,1,"No",21,"4","2","0",10,2,"3",9,7,1,8,"Seek","Stay"
39,"Travel_Rarely","Human Resources",3,"3","Human Resources",123624,"1","Male","2","3","Manufacturing Director","3","Single",9526,0,"No",21,"4","2","0",10,2,"3",9,7,1,8,"Seek","Stay"
39,"Travel_Rarely","Human Resources",3,"3","Life Sciences",123625,"1","Male","2","3","Manufacturing Director","3","Single",9526,1,"No",21,"4","2","0",10,2,"3",9,7,1,8,"Seek","Stay"
38,"Travel_Frequently","Research & Development",23,"3","Life Sciences",123626,"4","Male","2","3","Manufacturing Director","3","Single",9526,0,"No",21,"3","2","0",10,2,"3",9,7,1,8,"Seek","Stay"
38,"Travel_Frequently","Research & Development",23,"3","Life Sciences",123627,"2","Male","3","2","Research Scientist","2","Married",6220,1,"No",17,"3","2","2",10,3,"3",10,4,0,9,"Recruit.net","Stay"
20,"Travel_Frequently","Research & Development",6,"3","Life Sciences",123628,"4","Male","2","3","Manufacturing Director","3","Single",9526,1,"Yes",18,"3","2","0",1,5,"3",1,0,1,0,"Adzuna","Left"
31,"Travel_Frequently","Sales",5,"3","Marketing",123629,"4","Male","2","3","Manufacturing Director","3","Single",9526,1,"No",11,"4","3","1",2,5,"2",2,2,2,2,"Company Website","Stay"
38,"Travel_Frequently","Research & Development",23,"3","Life Sciences",123630,"3","Male","3","1","Laboratory Technician","4","Married",2097,4,"No",15,"3","3","1",9,3,"1",5,3,1,4,"Indeed","Stay"
31,"Travel_Rarely","Sales",13,"4","Medical",123631,"4","Male","2","3","Manufacturing Director","3","Single",9526,2,"No",17,"3","3","0",9,2,"1",3,1,1,2,"Seek","Left"
39,"Travel_Rarely","Human Resources",3,"3","Human Resources",123632,"1","Male","2","3","Manufacturing Director","3","Single",9526,0,"No",21,"3","2","0",10,2,"3",9,7,1,8,"Seek","Stay"
32,"Travel_Rarely","Sales",7,"3","Life Sciences",123633,"4","Male","2","3","Manufacturing Director","3","Single",9526,1,"No",14,"3","4","0",9,2,"3",9,8,3,7,"Company Website","Stay"
44,"Non-Travel","Research & Development",5,"3","Life Sciences",123634,"4","Male","2","3","Manufacturing Director","3","Single",9526,3,"No",15,"3","3","1",20,2,"3",1,0,0,1,"LinkedIn","Stay"
39,"Travel_Rarely","Human Resources",3,"3","Life Sciences",123635,"1","Male","2","3","Manufacturing Director","3","Single",9526,1,"No",21,"3","2","0",10,2,"3",9,7,1,8,"Seek","Stay"
38,"Travel_Frequently","Research & Development",23,"3","Other",123636,"4","Male","2","3","Manufacturing Director","3","Single",9526,1,"No",21,"4","2","0",10,2,"3",9,7,1,8,"Seek","Stay"
38,"Travel_Frequently","Research & Development",23,"3","Life Sciences",123637,"4","Male","2","2","Human Resources","4","Single",3886,0,"No",21,"4","2","0",10,2,"3",9,7,1,8,"Seek","Stay"
38,"Travel_Frequently","Research & Development",23,"3","Other",123638,"4","Male","2","3","Manufacturing Director","3","Single",9526,1,"No",21,"4","2","0",10,2,"3",9,7,1,8,"Seek","Stay"
39,"Travel_Rarely","Human Resources",3,"3","Human Resources",123639,"1","Male","2","3","Manufacturing Director","3","Single",9526,0,"No",21,"4","2","0",10,2,"3",9,7,1,8,"Seek","Stay"
39,"Travel_Rarely","Human Resources",3,"3","Life Sciences",123640,"1","Male","2","3","Manufacturing Director","3","Single",9526,1,"No",21,"4","2","0",10,2,"3",9,7,1,8,"Seek","Stay"
39,"Travel_Rarely","Sales",3,"3","Life Sciences",123641,"1","Male","2","3","Manufacturing Director","3","Single",9526,4,"Yes",18,"3","1","0",12,3,"2",1,0,0,0,"LinkedIn","Left"
40,"Travel_Rarely","Research & Development",3,"3","Life Sciences",123642,"1","Male","2","3","Manufacturing Director","3","Single",9526,8,"No",14,"3","2","1",5,4,"3",1,0,0,0,"LinkedIn","Stay"
41,"Travel_Rarely","Research & Development",3,"3","Life Sciences",123643,"1","Male","2","3","Manufacturing Director","3","Single",9526,2,"No",14,"3","3","0",7,2,"4",1,0,0,0,"Indeed","Stay"
44,"Travel_Frequently","Human Resources",3,"3","Life Sciences",123644,"1","Male","2","3","Manufacturing Director","3","Single",9526,0,"Yes",11,"3","3","0",14,3,"3",10,7,0,2,"Seek","Stay"
45,"Non-Travel","Sales",3,"3","Life Sciences",123645,"1","Male","2","3","Manufacturing Director","3","Single",9526,0,"No",11,"3","4","1",16,2,"2",15,1,0,9,"Company Website","Stay"
45,"Travel_Rarely","Research & Development",3,"3","Life Sciences",123646,"1","Male","2","3","Manufacturing Director","3","Single",9526,3,"No",21,"4","4","2",8,3,"2",2,2,0,2,"Recruit.net","Stay"
47,"Travel_Rarely","Sales",3,"3","Life Sciences",123647,"1","Male","2","3","Manufacturing Director","3","Single",9526,1,"Yes",11,"3","3","3",20,3,"3",20,8,3,8,"Company Website","Stay"
36,"Travel_Rarely","Research & Development",27,"3","Medical",123648,"3","Male","3","2","Healthcare Representative","3","Married",5237,6,"No",13,"3","2","2",17,3,"2",7,7,7,7,"Seek","Stay"
36,"Travel_Rarely","Human Resources",13,"3","Human Resources",123649,"1","Male","3","2","Healthcare Representative","3","Married",5237,6,"No",13,"3","2","2",17,3,"2",7,7,7,7,"Seek","Stay"
36,"Travel_Rarely","Human Resources",13,"3","Medical",123650,"1","Male","3","2","Healthcare Representative","3","Married",5237,0,"No",13,"3","2","2",17,3,"2",7,7,7,7,"Seek","Stay"
36,"Travel_Rarely","Research & Development",27,"3","Technical Degree",123651,"3","Male","3","2","Healthcare Representative","3","Married",5237,0,"No",13,"3","2","2",17,3,"2",7,7,7,7,"Seek","Stay"
36,"Travel_Rarely","Research & Development",27,"3","Medical",123652,"3","Male","3","2","Healthcare Representative","3","Married",5237,6,"No",13,"3","2","2",17,3,"2",7,7,7,7,"Seek","Stay"
36,"Travel_Rarely","Human Resources",13,"3","Human Resources",123653,"1","Male","3","2","Healthcare Representative","3","Married",5237,6,"No",13,"3","2","2",17,3,"2",7,7,7,7,"Seek","Stay"
36,"Travel_Rarely","Human Resources",13,"3","Medical",123654,"1","Male","3","2","Healthcare Representative","3","Married",5237,0,"No",13,"3","2","2",17,3,"2",7,7,7,7,"Seek","Stay"
36,"Travel_Rarely","Research & Development",27,"3","Technical Degree",123655,"3","Male","3","2","Healthcare Representative","3","Married",5237,0,"No",13,"3","2","2",17,3,"2",7,7,7,7,"Seek","Stay"
36,"Travel_Rarely","Research & Development",27,"3","Medical",123656,"3","Male","3","2","Healthcare Representative","3","Married",5237,6,"No",13,"3","2","2",17,3,"2",7,7,7,7,"Seek","Stay"
36,"Travel_Rarely","Research & Development",27,"3","Medical",123657,"2","Female","4","1","Laboratory Technician","4","Married",3038,3,"No",12,"3","2","0",5,3,"3",1,0,0,0,"Seek","Stay"
34,"Travel_Rarely","Research & Development",6,"4","Other",123658,"3","Male","3","2","Healthcare Representative","3","Married",5237,1,"No",14,"3","3","0",16,3,"3",16,13,2,10,"GlassDoor","Stay"
26,"Travel_Rarely","Sales",4,"4","Marketing",123659,"3","Male","3","2","Healthcare Representative","3","Married",5237,1,"Yes",12,"3","2","0",8,0,"3",8,7,7,4,"Company Website","Left"
36,"Travel_Rarely","Research & Development",27,"3","Medical",123660,"2","Male","2","3","Research Director","3","Married",11935,1,"No",18,"3","3","0",10,2,"3",10,2,0,7,"Adzuna","Stay"
35,"Travel_Rarely","Research & Development",25,"2","Other",123661,"3","Male","3","2","Healthcare Representative","3","Married",5237,4,"No",14,"3","4","0",9,3,"3",3,2,0,2,"Jora","Stay"
36,"Travel_Rarely","Human Resources",13,"3","Human Resources",123662,"1","Male","3","2","Healthcare Representative","3","Married",5237,6,"No",13,"3","2","2",17,3,"2",7,7,7,7,"Seek","Stay"
38,"Travel_Rarely","Research & Development",25,"2","Life Sciences",123663,"3","Male","3","2","Healthcare Representative","3","Married",5237,1,"No",13,"3","1","1",10,1,"3",10,7,0,9,"Company Website","Stay"
44,"Travel_Rarely","Research & Development",20,"3","Life Sciences",123664,"3","Male","3","2","Healthcare Representative","3","Married",5237,2,"Yes",17,"3","1","0",10,3,"3",8,7,0,7,"Recruit.net","Stay"
36,"Travel_Rarely","Human Resources",13,"3","Medical",123665,"1","Male","3","2","Healthcare Representative","3","Married",5237,0,"No",13,"3","2","2",17,3,"2",7,7,7,7,"Seek","Stay"
36,"Travel_Rarely","Research & Development",27,"3","Technical Degree",123666,"3","Male","3","2","Healthcare Representative","3","Married",5237,0,"No",13,"3","2","2",17,3,"2",7,7,7,7,"Seek","Stay"
36,"Travel_Rarely","Research & Development",27,"3","Medical",123667,"3","Male","3","2","Healthcare Representative","3","Married",5237,6,"No",13,"3","2","2",17,3,"2",7,7,7,7,"Seek","Stay"
36,"Travel_Rarely","Human Resources",13,"3","Human Resources",123668,"1","Male","3","2","Healthcare Representative","3","Married",5237,6,"No",13,"3","2","2",17,3,"2",7,7,7,7,"Seek","Stay"
36,"Travel_Rarely","Human Resources",13,"3","Medical",123669,"1","Male","3","2","Healthcare Representative","3","Married",5237,0,"No",13,"3","2","2",17,3,"2",7,7,7,7,"Seek","Stay"
36,"Travel_Rarely","Research & Development",27,"3","Technical Degree",123670,"3","Male","3","2","Healthcare Representative","3","Married",5237,0,"No",13,"3","2","2",17,3,"2",7,7,7,7,"Seek","Stay"
35,"Travel_Rarely","Research & Development",16,"3","Medical",123671,"1","Male","4","1","Laboratory Technician","2","Married",2426,0,"No",13,"3","3","1",6,5,"3",5,4,0,3,"Seek","Stay"
34,"Travel_Rarely","Human Resources",3,"2","Human Resources",123672,"1","Male","4","1","Laboratory Technician","2","Married",2426,0,"No",13,"3","3","1",6,5,"3",5,4,0,3,"Seek","Stay"
34,"Travel_Rarely","Human Resources",3,"2","Life Sciences",123673,"1","Male","4","1","Laboratory Technician","2","Married",2426,1,"No",13,"3","3","1",6,5,"3",5,4,0,3,"Seek","Stay"
35,"Travel_Rarely","Research & Development",16,"3","Medical",123674,"1","Male","4","1","Laboratory Technician","2","Married",2426,1,"No",13,"3","3","1",6,5,"3",5,4,0,3,"Seek","Stay"
34,"Travel_Rarely","Human Resources",3,"2","Human Resources",123675,"1","Male","4","1","Laboratory Technician","2","Married",2426,0,"No",13,"3","3","1",6,5,"3",5,4,0,3,"Seek","Stay"
34,"Travel_Rarely","Human Resources",3,"2","Life Sciences",123676,"1","Male","4","1","Laboratory Technician","2","Married",2426,1,"No",13,"3","3","1",6,5,"3",5,4,0,3,"Seek","Stay"
35,"Travel_Rarely","Research & Development",16,"3","Medical",123677,"1","Male","4","1","Laboratory Technician","2","Married",2426,0,"No",13,"3","3","1",6,5,"3",5,4,0,3,"Seek","Stay"
35,"Travel_Rarely","Research & Development",16,"3","Medical",123678,"1","Male","4","1","Laboratory Technician","2","Married",2426,1,"No",13,"3","3","1",6,5,"3",5,4,0,3,"Seek","Stay"
35,"Travel_Rarely","Research & Development",16,"3","Medical",123679,"1","Male","4","1","Laboratory Technician","2","Married",2426,0,"No",13,"3","3","1",6,5,"3",5,4,0,3,"Seek","Stay"
35,"Travel_Rarely","Research & Development",16,"3","Medical",123680,"3","Female","3","2","Manufacturing Director","4","Single",4424,1,"No",23,"3","4","0",11,2,"3",11,7,1,8,"Seek","Stay"
37,"Non-Travel","Research & Development",2,"2","Life Sciences",123681,"1","Male","4","1","Laboratory Technician","2","Married",2426,5,"No",14,"3","4","1",17,2,"4",1,0,0,0,"Company Website","Stay"
37,"Travel_Frequently","Research & Development",9,"3","Medical",123682,"1","Male","4","1","Laboratory Technician","2","Married",2426,1,"Yes",12,"3","3","3",4,3,"2",4,2,1,2,"Company Website","Stay"
35,"Travel_Rarely","Research & Development",16,"3","Medical",123683,"3","Female","2","1","Research Scientist","2","Married",2546,5,"No",16,"3","2","0",6,2,"4",2,2,1,1,"GlassDoor","Stay"
31,"Travel_Rarely","Sales",6,"4","Medical",123684,"1","Male","4","1","Laboratory Technician","2","Married",2426,4,"No",22,"3","4","2",13,4,"4",7,7,5,7,"LinkedIn","Stay"
34,"Travel_Rarely","Human Resources",3,"2","Human Resources",123685,"1","Male","4","1","Laboratory Technician","2","Married",2426,0,"No",13,"3","3","1",6,5,"3",5,4,0,3,"Seek","Stay"
58,"Non-Travel","Research & Development",1,"4","Life Sciences",123686,"1","Male","4","1","Laboratory Technician","2","Married",2426,2,"No",17,"3","3","0",10,2,"3",1,0,0,0,"Company Website","Stay"
30,"Travel_Rarely","Sales",16,"1","Life Sciences",123687,"1","Male","4","1","Laboratory Technician","2","Married",2426,5,"No",12,"3","1","2",8,5,"3",0,0,0,0,"Seek","Stay"
34,"Travel_Rarely","Human Resources",3,"2","Life Sciences",123688,"1","Male","4","1","Laboratory Technician","2","Married",2426,1,"No",13,"3","3","1",6,5,"3",5,4,0,3,"Seek","Stay"
35,"Travel_Rarely","Research & Development",16,"3","Medical",123689,"1","Male","4","1","Laboratory Technician","2","Married",2426,1,"No",13,"3","3","1",6,5,"3",5,4,0,3,"Seek","Stay"
34,"Travel_Rarely","Human Resources",3,"2","Human Resources",123690,"1","Male","4","1","Laboratory Technician","2","Married",2426,0,"No",13,"3","3","1",6,5,"3",5,4,0,3,"Seek","Stay"
34,"Travel_Rarely","Human Resources",3,"2","Life Sciences",123691,"1","Male","4","1","Laboratory Technician","2","Married",2426,1,"No",13,"3","3","1",6,5,"3",5,4,0,3,"Seek","Stay"
35,"Travel_Rarely","Research & Development",16,"3","Medical",123692,"1","Male","4","1","Laboratory Technician","2","Married",2426,0,"No",13,"3","3","1",6,5,"3",5,4,0,3,"Seek","Stay"
35,"Travel_Rarely","Research & Development",16,"3","Medical",123693,"1","Male","4","1","Laboratory Technician","2","Married",2426,1,"No",13,"3","3","1",6,5,"3",5,4,0,3,"Seek","Stay"
29,"Travel_Rarely","Research & Development",15,"2","Life Sciences",123694,"4","Female","2","2","Laboratory Technician","3","Single",4193,0,"Yes",12,"4","4","0",10,3,"3",9,5,0,8,"Seek","Stay"
33,"Travel_Rarely","Human Resources",3,"2","Human Resources",123695,"1","Female","2","2","Laboratory Technician","3","Single",4193,0,"Yes",12,"3","4","0",10,3,"3",9,5,0,8,"Seek","Stay"
33,"Travel_Rarely","Human Resources",3,"2","Life Sciences",123696,"1","Female","2","2","Laboratory Technician","3","Single",4193,1,"Yes",12,"3","4","0",10,3,"3",9,5,0,8,"Seek","Stay"
29,"Travel_Rarely","Research & Development",15,"2","Medical",123697,"4","Female","2","2","Laboratory Technician","3","Single",4193,1,"Yes",12,"3","4","0",10,3,"3",9,5,0,8,"Seek","Stay"
29,"Travel_Rarely","Research & Development",15,"2","Life Sciences",123698,"4","Female","2","2","Laboratory Technician","3","Single",4193,0,"Yes",12,"3","4","0",10,3,"3",9,5,0,8,"Seek","Stay"
29,"Travel_Rarely","Research & Development",15,"2","Medical",123699,"4","Female","2","2","Laboratory Technician","3","Single",4193,1,"Yes",12,"3","4","0",10,3,"3",9,5,0,8,"Seek","Stay"
33,"Travel_Rarely","Human Resources",3,"2","Human Resources",123700,"1","Female","2","2","Laboratory Technician","3","Single",4193,0,"Yes",12,"3","4","0",10,3,"3",9,5,0,8,"Seek","Stay"
33,"Travel_Rarely","Human Resources",3,"2","Life Sciences",123701,"1","Female","2","2","Laboratory Technician","3","Single",4193,1,"Yes",12,"3","4","0",10,3,"3",9,5,0,8,"Seek","Stay"
29,"Travel_Rarely","Research & Development",15,"2","Life Sciences",123702,"4","Female","2","2","Laboratory Technician","3","Single",4193,0,"Yes",12,"4","4","0",10,3,"3",9,5,0,8,"Seek","Stay"
59,"Non-Travel","Human Resources",2,"4","Human Resources",123704,"4","Female","2","2","Laboratory Technician","3","Single",4193,9,"No",21,"3","4","1",30,3,"3",3,2,2,2,"Indeed","Stay"
42,"Travel_Frequently","Sales",26,"3","Marketing",123705,"4","Female","2","2","Laboratory Technician","3","Single",4193,5,"No",14,"3","4","1",23,2,"4",20,4,4,8,"Company Website","Stay"
29,"Travel_Rarely","Research & Development",15,"2","Life Sciences",123706,"1","Male","2","1","Human Resources","4","Single",2564,1,"No",12,"3","3","0",1,3,"4",1,0,0,0,"Company Website","Stay"
